"site1","site2","p_adj","family","sig"
"Udder","Neck",0.00299941640081605,"Micromonosporaceae","**"
"Udder","Pectoral area",0.0371943966031281,"Micromonosporaceae","*"
"Ventral abdomen","Dorsum",0.00253065466630975,"Micromonosporaceae","**"
"Ventral abdomen","Environment",0.262226095545248,"Micromonosporaceae","ns"
"Ventral abdomen","Forehead",0.262226095545248,"Micromonosporaceae","ns"
"Ventral abdomen","Left front pastern",0.0371943966031281,"Micromonosporaceae","*"
"Ventral abdomen","Muzzle",0.0148623202291462,"Micromonosporaceae","*"
"Ventral abdomen","Neck",0.61767578827345,"Micromonosporaceae","ns"
"Ventral abdomen","Pectoral area",0.137445886772542,"Micromonosporaceae","ns"
"Ventral abdomen","Udder",0.00559295883435738,"Micromonosporaceae","**"
"Environment","Dorsum",0.242706622894704,"Caulobacteraceae","ns"
"Forehead","Dorsum",0.00337655829697844,"Caulobacteraceae","**"
"Forehead","Environment",0.242706622894704,"Caulobacteraceae","ns"
"Left front pastern","Dorsum",0.000422538530846284,"Caulobacteraceae","***"
"Left front pastern","Environment",0.412846209452918,"Caulobacteraceae","ns"
"Left front pastern","Forehead",0.0697439495937341,"Caulobacteraceae","ns"
"Muzzle","Dorsum",0.000422538530846284,"Caulobacteraceae","***"
"Muzzle","Environment",0.242706622894704,"Caulobacteraceae","ns"
"Muzzle","Forehead",0.7717679647659,"Caulobacteraceae","ns"
"Muzzle","Left front pastern",0.0290398199527626,"Caulobacteraceae","*"
"Neck","Dorsum",0.000422538530846284,"Caulobacteraceae","***"
"Neck","Environment",0.305469178753412,"Caulobacteraceae","ns"
"Neck","Forehead",0.0971698599527479,"Caulobacteraceae","ns"
"Neck","Left front pastern",0.794998465506124,"Caulobacteraceae","ns"
"Neck","Muzzle",0.0290398199527626,"Caulobacteraceae","*"
"Pectoral area","Dorsum",0.000422538530846284,"Caulobacteraceae","***"
"Pectoral area","Environment",0.242706622894704,"Caulobacteraceae","ns"
"Pectoral area","Forehead",0.417199874967249,"Caulobacteraceae","ns"
"Pectoral area","Left front pastern",0.296991426161793,"Caulobacteraceae","ns"
"Pectoral area","Muzzle",0.290896278423616,"Caulobacteraceae","ns"
"Pectoral area","Neck",0.367040968523849,"Caulobacteraceae","ns"
"Udder","Dorsum",0.00318310548098122,"Caulobacteraceae","**"
"Udder","Environment",0.242706622894704,"Caulobacteraceae","ns"
"Udder","Forehead",0.412846209452918,"Caulobacteraceae","ns"
"Udder","Left front pastern",0.286123593098115,"Caulobacteraceae","ns"
"Udder","Muzzle",0.242706622894704,"Caulobacteraceae","ns"
"Udder","Neck",0.296991426161793,"Caulobacteraceae","ns"
"Udder","Pectoral area",0.976970255321976,"Caulobacteraceae","ns"
"Ventral abdomen","Dorsum",0.000432414741370479,"Caulobacteraceae","***"
"Ventral abdomen","Environment",0.919228802732468,"Caulobacteraceae","ns"
"Ventral abdomen","Forehead",0.0786881635045709,"Caulobacteraceae","ns"
"Ventral abdomen","Left front pastern",0.412846209452918,"Caulobacteraceae","ns"
"Ventral abdomen","Muzzle",0.0738852955302551,"Caulobacteraceae","ns"
"Ventral abdomen","Neck",0.290896278423616,"Caulobacteraceae","ns"
"Ventral abdomen","Pectoral area",0.145444727308815,"Caulobacteraceae","ns"
"Ventral abdomen","Udder",0.119279811295025,"Caulobacteraceae","ns"
"Environment","Dorsum",0.561142459681612,"Xanthobacteraceae","ns"
"Forehead","Dorsum",0.00186484065899464,"Xanthobacteraceae","**"
"Forehead","Environment",0.283067973501349,"Xanthobacteraceae","ns"
"Left front pastern","Dorsum",0.0097346059877659,"Xanthobacteraceae","**"
"Left front pastern","Environment",0.32620717895017,"Xanthobacteraceae","ns"
"Left front pastern","Forehead",0.23815459815611,"Xanthobacteraceae","ns"
"Muzzle","Dorsum",0.817152481702308,"Xanthobacteraceae","ns"
"Muzzle","Environment",0.702431746087853,"Xanthobacteraceae","ns"
"Muzzle","Forehead",0.00186484065899464,"Xanthobacteraceae","**"
"Muzzle","Left front pastern",0.00730054514732765,"Xanthobacteraceae","**"
"Neck","Dorsum",0.00186484065899464,"Xanthobacteraceae","**"
"Neck","Environment",0.283067973501349,"Xanthobacteraceae","ns"
"Neck","Forehead",0.0049105195367678,"Xanthobacteraceae","**"
"Neck","Left front pastern",0.346428574314947,"Xanthobacteraceae","ns"
"Neck","Muzzle",0.00186484065899464,"Xanthobacteraceae","**"
"Pectoral area","Dorsum",0.0213833424090394,"Xanthobacteraceae","*"
"Pectoral area","Environment",0.353081674303044,"Xanthobacteraceae","ns"
"Pectoral area","Forehead",0.211785790997967,"Xanthobacteraceae","ns"
"Pectoral area","Left front pastern",0.279727921162578,"Xanthobacteraceae","ns"
"Pectoral area","Muzzle",0.0117872224008999,"Xanthobacteraceae","*"
"Pectoral area","Neck",0.65363539647573,"Xanthobacteraceae","ns"
"Udder","Dorsum",0.00730054514732765,"Xanthobacteraceae","**"
"Udder","Environment",0.32620717895017,"Xanthobacteraceae","ns"
"Udder","Forehead",0.126939092964809,"Xanthobacteraceae","ns"
"Udder","Left front pastern",0.353081674303044,"Xanthobacteraceae","ns"
"Udder","Muzzle",0.0049105195367678,"Xanthobacteraceae","**"
"Udder","Neck",0.885134680430472,"Xanthobacteraceae","ns"
"Udder","Pectoral area",0.817152481702308,"Xanthobacteraceae","ns"
"Ventral abdomen","Dorsum",0.00194832537969569,"Xanthobacteraceae","**"
"Ventral abdomen","Environment",0.283067973501349,"Xanthobacteraceae","ns"
"Ventral abdomen","Forehead",0.0154337271411888,"Xanthobacteraceae","*"
"Ventral abdomen","Left front pastern",0.81754732163792,"Xanthobacteraceae","ns"
"Ventral abdomen","Muzzle",0.00186484065899464,"Xanthobacteraceae","**"
"Ventral abdomen","Neck",0.211785790997967,"Xanthobacteraceae","ns"
"Ventral abdomen","Pectoral area",0.185836883817039,"Xanthobacteraceae","ns"
"Ventral abdomen","Udder",0.346428574314947,"Xanthobacteraceae","ns"
"Environment","Dorsum",0.783006184739797,"Anaerovoracaceae","ns"
"Forehead","Dorsum",0.0011293092320166,"Anaerovoracaceae","**"
"Forehead","Environment",0.310026828120525,"Anaerovoracaceae","ns"
"Left front pastern","Dorsum",0.000268046136881139,"Anaerovoracaceae","***"
"Left front pastern","Environment",0.283157726710487,"Anaerovoracaceae","ns"
"Left front pastern","Forehead",0.216698478995733,"Anaerovoracaceae","ns"
"Muzzle","Dorsum",0.000268046136881139,"Anaerovoracaceae","***"
"Muzzle","Environment",0.283157726710487,"Anaerovoracaceae","ns"
"Muzzle","Forehead",0.863855971755432,"Anaerovoracaceae","ns"
"Muzzle","Left front pastern",0.283157726710487,"Anaerovoracaceae","ns"
"Neck","Dorsum",0.00818512397127909,"Anaerovoracaceae","**"
"Neck","Environment",0.385404045578468,"Anaerovoracaceae","ns"
"Neck","Forehead",0.771140169974297,"Anaerovoracaceae","ns"
"Neck","Left front pastern",0.256069326894295,"Anaerovoracaceae","ns"
"Neck","Muzzle",0.652823692505077,"Anaerovoracaceae","ns"
"Pectoral area","Dorsum",0.00818512397127909,"Anaerovoracaceae","**"
"Pectoral area","Environment",0.385404045578468,"Anaerovoracaceae","ns"
"Pectoral area","Forehead",0.651066014802298,"Anaerovoracaceae","ns"
"Pectoral area","Left front pastern",0.292720566879006,"Anaerovoracaceae","ns"
"Pectoral area","Muzzle",0.976950208875094,"Anaerovoracaceae","ns"
"Pectoral area","Neck",0.863855971755432,"Anaerovoracaceae","ns"
"Udder","Dorsum",0.00818512397127909,"Anaerovoracaceae","**"
"Udder","Environment",0.385404045578468,"Anaerovoracaceae","ns"
"Udder","Forehead",0.396859880036317,"Anaerovoracaceae","ns"
"Udder","Left front pastern",0.771140169974297,"Anaerovoracaceae","ns"
"Udder","Muzzle",0.437603620250728,"Anaerovoracaceae","ns"
"Udder","Neck",0.292720566879006,"Anaerovoracaceae","ns"
"Udder","Pectoral area",0.385404045578468,"Anaerovoracaceae","ns"
"Ventral abdomen","Dorsum",0.000268046136881139,"Anaerovoracaceae","***"
"Ventral abdomen","Environment",0.283157726710487,"Anaerovoracaceae","ns"
"Ventral abdomen","Forehead",0.00184826823376705,"Anaerovoracaceae","**"
"Ventral abdomen","Left front pastern",0.036068476222852,"Anaerovoracaceae","*"
"Ventral abdomen","Muzzle",0.00184826823376705,"Anaerovoracaceae","**"
"Ventral abdomen","Neck",0.00492815734636565,"Anaerovoracaceae","**"
"Ventral abdomen","Pectoral area",0.00301135161650988,"Anaerovoracaceae","**"
"Ventral abdomen","Udder",0.350337206207346,"Anaerovoracaceae","ns"
"Environment","Dorsum",0.186671439905201,"[Eubacterium]_coprostanoligenes_group","ns"
"Forehead","Dorsum",0.00176545326335842,"[Eubacterium]_coprostanoligenes_group","**"
"Forehead","Environment",0.254841954039439,"[Eubacterium]_coprostanoligenes_group","ns"
"Left front pastern","Dorsum",0.00301226010186362,"[Eubacterium]_coprostanoligenes_group","**"
"Left front pastern","Environment",0.254841954039439,"[Eubacterium]_coprostanoligenes_group","ns"
"Left front pastern","Forehead",0.723764707360913,"[Eubacterium]_coprostanoligenes_group","ns"
"Muzzle","Dorsum",0.000522767951435466,"[Eubacterium]_coprostanoligenes_group","***"
"Muzzle","Environment",0.351808383859957,"[Eubacterium]_coprostanoligenes_group","ns"
"Muzzle","Forehead",0.360327049777646,"[Eubacterium]_coprostanoligenes_group","ns"
"Muzzle","Left front pastern",0.867238460905621,"[Eubacterium]_coprostanoligenes_group","ns"
"Neck","Dorsum",0.0136138584531529,"[Eubacterium]_coprostanoligenes_group","*"
"Neck","Environment",0.254841954039439,"[Eubacterium]_coprostanoligenes_group","ns"
"Neck","Forehead",0.796015659328306,"[Eubacterium]_coprostanoligenes_group","ns"
"Neck","Left front pastern",0.624728500324621,"[Eubacterium]_coprostanoligenes_group","ns"
"Neck","Muzzle",0.360327049777646,"[Eubacterium]_coprostanoligenes_group","ns"
"Pectoral area","Dorsum",0.00301226010186362,"[Eubacterium]_coprostanoligenes_group","**"
"Pectoral area","Environment",0.254841954039439,"[Eubacterium]_coprostanoligenes_group","ns"
"Pectoral area","Forehead",0.796015659328306,"[Eubacterium]_coprostanoligenes_group","ns"
"Pectoral area","Left front pastern",0.888898707719831,"[Eubacterium]_coprostanoligenes_group","ns"
"Pectoral area","Muzzle",0.930972476430351,"[Eubacterium]_coprostanoligenes_group","ns"
"Pectoral area","Neck",0.867238460905621,"[Eubacterium]_coprostanoligenes_group","ns"
"Udder","Dorsum",0.00818512397127909,"[Eubacterium]_coprostanoligenes_group","**"
"Udder","Environment",0.645012167261623,"[Eubacterium]_coprostanoligenes_group","ns"
"Udder","Forehead",0.198226009404841,"[Eubacterium]_coprostanoligenes_group","ns"
"Udder","Left front pastern",0.351808383859957,"[Eubacterium]_coprostanoligenes_group","ns"
"Udder","Muzzle",0.350337206207346,"[Eubacterium]_coprostanoligenes_group","ns"
"Udder","Neck",0.343823827158061,"[Eubacterium]_coprostanoligenes_group","ns"
"Udder","Pectoral area",0.221405040979431,"[Eubacterium]_coprostanoligenes_group","ns"
"Ventral abdomen","Dorsum",0.000522767951435466,"[Eubacterium]_coprostanoligenes_group","***"
"Ventral abdomen","Environment",0.919228802732468,"[Eubacterium]_coprostanoligenes_group","ns"
"Ventral abdomen","Forehead",0.00176545326335842,"[Eubacterium]_coprostanoligenes_group","**"
"Ventral abdomen","Left front pastern",0.00593344071959532,"[Eubacterium]_coprostanoligenes_group","**"
"Ventral abdomen","Muzzle",0.00301226010186362,"[Eubacterium]_coprostanoligenes_group","**"
"Ventral abdomen","Neck",0.00301226010186362,"[Eubacterium]_coprostanoligenes_group","**"
"Ventral abdomen","Pectoral area",0.00301226010186362,"[Eubacterium]_coprostanoligenes_group","**"
"Ventral abdomen","Udder",0.146468184190165,"[Eubacterium]_coprostanoligenes_group","ns"
"Environment","Dorsum",0.302043684213121,"Peptostreptococcaceae","ns"
"Forehead","Dorsum",0.000262382596505795,"Peptostreptococcaceae","***"
"Forehead","Environment",0.231674503672217,"Peptostreptococcaceae","ns"
"Left front pastern","Dorsum",0.000262382596505795,"Peptostreptococcaceae","***"
"Left front pastern","Environment",0.231674503672217,"Peptostreptococcaceae","ns"
"Left front pastern","Forehead",0.677450864557978,"Peptostreptococcaceae","ns"
"Muzzle","Dorsum",0.000262382596505795,"Peptostreptococcaceae","***"
"Muzzle","Environment",0.231674503672217,"Peptostreptococcaceae","ns"
"Muzzle","Forehead",0.0366951779679897,"Peptostreptococcaceae","*"
"Muzzle","Left front pastern",0.423035520285047,"Peptostreptococcaceae","ns"
"Neck","Dorsum",0.000262382596505795,"Peptostreptococcaceae","***"
"Neck","Environment",0.231674503672217,"Peptostreptococcaceae","ns"
"Neck","Forehead",0.0344622324752821,"Peptostreptococcaceae","*"
"Neck","Left front pastern",0.136537604448643,"Peptostreptococcaceae","ns"
"Neck","Muzzle",0.00696312742161874,"Peptostreptococcaceae","**"
"Pectoral area","Dorsum",0.00283362111268159,"Peptostreptococcaceae","**"
"Pectoral area","Environment",0.283067973501349,"Peptostreptococcaceae","ns"
"Pectoral area","Forehead",0.748131234864783,"Peptostreptococcaceae","ns"
"Pectoral area","Left front pastern",0.677450864557978,"Peptostreptococcaceae","ns"
"Pectoral area","Muzzle",0.0911484659297328,"Peptostreptococcaceae","ns"
"Pectoral area","Neck",0.128455181394642,"Peptostreptococcaceae","ns"
"Udder","Dorsum",0.0188178110179678,"Peptostreptococcaceae","*"
"Udder","Environment",0.302043684213121,"Peptostreptococcaceae","ns"
"Udder","Forehead",0.841777593844488,"Peptostreptococcaceae","ns"
"Udder","Left front pastern",0.930972476430352,"Peptostreptococcaceae","ns"
"Udder","Muzzle",0.401420835819448,"Peptostreptococcaceae","ns"
"Udder","Neck",0.290750892832296,"Peptostreptococcaceae","ns"
"Udder","Pectoral area",0.863714497815195,"Peptostreptococcaceae","ns"
"Ventral abdomen","Dorsum",0.000262382596505795,"Peptostreptococcaceae","***"
"Ventral abdomen","Environment",0.231674503672217,"Peptostreptococcaceae","ns"
"Ventral abdomen","Forehead",0.224724156230844,"Peptostreptococcaceae","ns"
"Ventral abdomen","Left front pastern",0.16551440001373,"Peptostreptococcaceae","ns"
"Ventral abdomen","Muzzle",0.0542452148177013,"Peptostreptococcaceae","ns"
"Ventral abdomen","Neck",0.841777593844488,"Peptostreptococcaceae","ns"
"Ventral abdomen","Pectoral area",0.231674503672217,"Peptostreptococcaceae","ns"
"Ventral abdomen","Udder",0.302043684213121,"Peptostreptococcaceae","ns"
"Environment","Dorsum",0.221601699164729,"Microbacteriaceae","ns"
"Forehead","Dorsum",0.000219507321234325,"Microbacteriaceae","***"
"Forehead","Environment",0.221601699164729,"Microbacteriaceae","ns"
"Left front pastern","Dorsum",0.00304478817888589,"Microbacteriaceae","**"
"Left front pastern","Environment",0.271273474605459,"Microbacteriaceae","ns"
"Left front pastern","Forehead",0.206893000017162,"Microbacteriaceae","ns"
"Muzzle","Dorsum",0.000219507321234325,"Microbacteriaceae","***"
"Muzzle","Environment",0.221601699164729,"Microbacteriaceae","ns"
"Muzzle","Forehead",0.340681094383502,"Microbacteriaceae","ns"
"Muzzle","Left front pastern",0.930987446559567,"Microbacteriaceae","ns"
"Neck","Dorsum",0.000219507321234325,"Microbacteriaceae","***"
"Neck","Environment",0.221601699164729,"Microbacteriaceae","ns"
"Neck","Forehead",0.221601699164729,"Microbacteriaceae","ns"
"Neck","Left front pastern",0.216698478995733,"Microbacteriaceae","ns"
"Neck","Muzzle",0.221601699164729,"Microbacteriaceae","ns"
"Pectoral area","Dorsum",0.000219507321234325,"Microbacteriaceae","***"
"Pectoral area","Environment",0.221601699164729,"Microbacteriaceae","ns"
"Pectoral area","Forehead",0.416428562234955,"Microbacteriaceae","ns"
"Pectoral area","Left front pastern",0.206893000017162,"Microbacteriaceae","ns"
"Pectoral area","Muzzle",0.221601699164729,"Microbacteriaceae","ns"
"Pectoral area","Neck",0.677450864557978,"Microbacteriaceae","ns"
"Udder","Dorsum",0.000219507321234325,"Microbacteriaceae","***"
"Udder","Environment",0.221601699164729,"Microbacteriaceae","ns"
"Udder","Forehead",0.930987446559567,"Microbacteriaceae","ns"
"Udder","Left front pastern",0.476799857105427,"Microbacteriaceae","ns"
"Udder","Muzzle",0.540907026246294,"Microbacteriaceae","ns"
"Udder","Neck",0.841777593844488,"Microbacteriaceae","ns"
"Udder","Pectoral area",0.841777593844488,"Microbacteriaceae","ns"
"Ventral abdomen","Dorsum",0.000219507321234325,"Microbacteriaceae","***"
"Ventral abdomen","Environment",0.221601699164729,"Microbacteriaceae","ns"
"Ventral abdomen","Forehead",0.140356464376191,"Microbacteriaceae","ns"
"Ventral abdomen","Left front pastern",0.0387700115346924,"Microbacteriaceae","*"
"Ventral abdomen","Muzzle",0.166991735813035,"Microbacteriaceae","ns"
"Ventral abdomen","Neck",0.841777593844488,"Microbacteriaceae","ns"
"Ventral abdomen","Pectoral area",0.416428562234955,"Microbacteriaceae","ns"
"Ventral abdomen","Udder",0.564583706470548,"Microbacteriaceae","ns"
"Environment","Dorsum",0.241131977427075,"Rhizobiaceae","ns"
"Forehead","Dorsum",0.00304478817888589,"Rhizobiaceae","**"
"Forehead","Environment",0.241131977427075,"Rhizobiaceae","ns"
"Left front pastern","Dorsum",0.00304478817888589,"Rhizobiaceae","**"
"Left front pastern","Environment",0.241131977427075,"Rhizobiaceae","ns"
"Left front pastern","Forehead",0.412846209452918,"Rhizobiaceae","ns"
"Muzzle","Dorsum",0.00304478817888589,"Rhizobiaceae","**"
"Muzzle","Environment",0.241131977427075,"Rhizobiaceae","ns"
"Muzzle","Forehead",0.241131977427075,"Rhizobiaceae","ns"
"Muzzle","Left front pastern",0.127559265075849,"Rhizobiaceae","ns"
"Neck","Dorsum",0.00304478817888589,"Rhizobiaceae","**"
"Neck","Environment",0.241131977427075,"Rhizobiaceae","ns"
"Neck","Forehead",0.0374374181496258,"Rhizobiaceae","*"
"Neck","Left front pastern",0.237905334078727,"Rhizobiaceae","ns"
"Neck","Muzzle",0.0120349303636033,"Rhizobiaceae","*"
"Pectoral area","Dorsum",0.000658521963702974,"Rhizobiaceae","***"
"Pectoral area","Environment",0.241131977427075,"Rhizobiaceae","ns"
"Pectoral area","Forehead",0.77228422363452,"Rhizobiaceae","ns"
"Pectoral area","Left front pastern",0.61767578827345,"Rhizobiaceae","ns"
"Pectoral area","Muzzle",0.111327823875357,"Rhizobiaceae","ns"
"Pectoral area","Neck",0.0581199579947787,"Rhizobiaceae","ns"
"Udder","Dorsum",0.00304478817888589,"Rhizobiaceae","**"
"Udder","Environment",0.241131977427075,"Rhizobiaceae","ns"
"Udder","Forehead",0.358310986968251,"Rhizobiaceae","ns"
"Udder","Left front pastern",0.817322315673344,"Rhizobiaceae","ns"
"Udder","Muzzle",0.0903478482484459,"Rhizobiaceae","ns"
"Udder","Neck",0.358310986968251,"Rhizobiaceae","ns"
"Udder","Pectoral area",0.529297224816138,"Rhizobiaceae","ns"
"Ventral abdomen","Dorsum",0.000658521963702974,"Rhizobiaceae","***"
"Ventral abdomen","Environment",0.241131977427075,"Rhizobiaceae","ns"
"Ventral abdomen","Forehead",0.0542452148177013,"Rhizobiaceae","ns"
"Ventral abdomen","Left front pastern",0.211505088217265,"Rhizobiaceae","ns"
"Ventral abdomen","Muzzle",0.0432821714674224,"Rhizobiaceae","*"
"Ventral abdomen","Neck",0.593858340934484,"Rhizobiaceae","ns"
"Ventral abdomen","Pectoral area",0.111327823875357,"Rhizobiaceae","ns"
"Ventral abdomen","Udder",0.334589403364957,"Rhizobiaceae","ns"
"Environment","Dorsum",1,"Micrococcaceae","ns"
"Forehead","Dorsum",0.235819130010006,"Micrococcaceae","ns"
"Forehead","Environment",0.235819130010006,"Micrococcaceae","ns"
"Left front pastern","Dorsum",0.629032363296652,"Micrococcaceae","ns"
"Left front pastern","Environment",0.7717679647659,"Micrococcaceae","ns"
"Left front pastern","Forehead",0.235819130010006,"Micrococcaceae","ns"
"Muzzle","Dorsum",1,"Micrococcaceae","ns"
"Muzzle","Environment",0.7717679647659,"Micrococcaceae","ns"
"Muzzle","Forehead",0.235819130010006,"Micrococcaceae","ns"
"Muzzle","Left front pastern",0.2685196416218,"Micrococcaceae","ns"
"Neck","Dorsum",0.00568891637527193,"Micrococcaceae","**"
"Neck","Environment",0.235819130010006,"Micrococcaceae","ns"
"Neck","Forehead",0.0542452148177013,"Micrococcaceae","ns"
"Neck","Left front pastern",0.0229855744124793,"Micrococcaceae","*"
"Neck","Muzzle",0.0432821714674224,"Micrococcaceae","*"
"Pectoral area","Dorsum",0.0432821714674224,"Micrococcaceae","*"
"Pectoral area","Environment",0.235819130010006,"Micrococcaceae","ns"
"Pectoral area","Forehead",0.251788761926341,"Micrococcaceae","ns"
"Pectoral area","Left front pastern",0.119279811295025,"Micrococcaceae","ns"
"Pectoral area","Muzzle",0.136354431852014,"Micrococcaceae","ns"
"Pectoral area","Neck",0.235819130010006,"Micrococcaceae","ns"
"Udder","Dorsum",0.165710601584973,"Micrococcaceae","ns"
"Udder","Environment",0.629032363296652,"Micrococcaceae","ns"
"Udder","Forehead",0.00176545326335889,"Micrococcaceae","**"
"Udder","Left front pastern",0.653244175027932,"Micrococcaceae","ns"
"Udder","Muzzle",0.0911484659297326,"Micrococcaceae","ns"
"Udder","Neck",0.00176545326335889,"Micrococcaceae","**"
"Udder","Pectoral area",0.00176545326335889,"Micrococcaceae","**"
"Ventral abdomen","Dorsum",0.136354431852014,"Micrococcaceae","ns"
"Ventral abdomen","Environment",0.629032363296652,"Micrococcaceae","ns"
"Ventral abdomen","Forehead",0.00286609037374189,"Micrococcaceae","**"
"Ventral abdomen","Left front pastern",0.7717679647659,"Micrococcaceae","ns"
"Ventral abdomen","Muzzle",0.111888331167389,"Micrococcaceae","ns"
"Ventral abdomen","Neck",0.00176545326335889,"Micrococcaceae","**"
"Ventral abdomen","Pectoral area",0.00276625459465179,"Micrococcaceae","**"
"Ventral abdomen","Udder",1,"Micrococcaceae","ns"
"Environment","Dorsum",0.241131977427075,"Nocardiaceae","ns"
"Forehead","Dorsum",0.00787863602628303,"Nocardiaceae","**"
"Forehead","Environment",0.241131977427075,"Nocardiaceae","ns"
"Left front pastern","Dorsum",0.0685959499552208,"Nocardiaceae","ns"
"Left front pastern","Environment",0.241131977427075,"Nocardiaceae","ns"
"Left front pastern","Forehead",0.0685959499552208,"Nocardiaceae","ns"
"Muzzle","Dorsum",0.0458747798010537,"Nocardiaceae","*"
"Muzzle","Environment",0.241131977427075,"Nocardiaceae","ns"
"Muzzle","Forehead",0.0109914607069003,"Nocardiaceae","*"
"Muzzle","Left front pastern",0.573035696471045,"Nocardiaceae","ns"
"Neck","Dorsum",0.00787863602628303,"Nocardiaceae","**"
"Neck","Environment",0.241131977427075,"Nocardiaceae","ns"
"Neck","Forehead",0.0685959499552208,"Nocardiaceae","ns"
"Neck","Left front pastern",0.0284337000211223,"Nocardiaceae","*"
"Neck","Muzzle",0.0132526718101027,"Nocardiaceae","*"
"Pectoral area","Dorsum",0.0705822760413482,"Nocardiaceae","ns"
"Pectoral area","Environment",0.334016839501339,"Nocardiaceae","ns"
"Pectoral area","Forehead",0.637985601786248,"Nocardiaceae","ns"
"Pectoral area","Left front pastern",0.315772155970696,"Nocardiaceae","ns"
"Pectoral area","Muzzle",0.168036195439,"Nocardiaceae","ns"
"Pectoral area","Neck",0.0685959499552208,"Nocardiaceae","ns"
"Udder","Dorsum",0.360242085858038,"Nocardiaceae","ns"
"Udder","Environment",0.377930093982745,"Nocardiaceae","ns"
"Udder","Forehead",0.0685959499552208,"Nocardiaceae","ns"
"Udder","Left front pastern",0.726411117839167,"Nocardiaceae","ns"
"Udder","Muzzle",0.83916868672949,"Nocardiaceae","ns"
"Udder","Neck",0.0163985783074859,"Nocardiaceae","*"
"Udder","Pectoral area",0.315772155970696,"Nocardiaceae","ns"
"Ventral abdomen","Dorsum",0.00787863602628303,"Nocardiaceae","**"
"Ventral abdomen","Environment",0.231674503672217,"Nocardiaceae","ns"
"Ventral abdomen","Forehead",0.0458997971534395,"Nocardiaceae","*"
"Ventral abdomen","Left front pastern",0.0159742738571109,"Nocardiaceae","*"
"Ventral abdomen","Muzzle",0.0151490373455986,"Nocardiaceae","*"
"Ventral abdomen","Neck",0.231674503672217,"Nocardiaceae","ns"
"Ventral abdomen","Pectoral area",0.0331445102937986,"Nocardiaceae","*"
"Ventral abdomen","Udder",0.0132526718101027,"Nocardiaceae","*"
"Environment","Dorsum",0.930457623000567,"Streptomycetaceae","ns"
"Forehead","Dorsum",0.00554831579622794,"Streptomycetaceae","**"
"Forehead","Environment",0.32620717895017,"Streptomycetaceae","ns"
"Left front pastern","Dorsum",0.276064718054262,"Streptomycetaceae","ns"
"Left front pastern","Environment",0.65067192271831,"Streptomycetaceae","ns"
"Left front pastern","Forehead",0.276064718054262,"Streptomycetaceae","ns"
"Muzzle","Dorsum",0.00112208779083556,"Streptomycetaceae","**"
"Muzzle","Environment",0.276064718054262,"Streptomycetaceae","ns"
"Muzzle","Forehead",0.0425606909859515,"Streptomycetaceae","*"
"Muzzle","Left front pastern",0.00866788220255277,"Streptomycetaceae","**"
"Neck","Dorsum",0.00554831579622794,"Streptomycetaceae","**"
"Neck","Environment",0.32620717895017,"Streptomycetaceae","ns"
"Neck","Forehead",0.32620717895017,"Streptomycetaceae","ns"
"Neck","Left front pastern",0.0538106951440186,"Streptomycetaceae","ns"
"Neck","Muzzle",0.276064718054262,"Streptomycetaceae","ns"
"Pectoral area","Dorsum",0.0227053704642641,"Streptomycetaceae","*"
"Pectoral area","Environment",0.41702631060165,"Streptomycetaceae","ns"
"Pectoral area","Forehead",0.930457623000567,"Streptomycetaceae","ns"
"Pectoral area","Left front pastern",0.384040193884632,"Streptomycetaceae","ns"
"Pectoral area","Muzzle",0.0417868715951846,"Streptomycetaceae","*"
"Pectoral area","Neck",0.276064718054262,"Streptomycetaceae","ns"
"Udder","Dorsum",0.930457623000567,"Streptomycetaceae","ns"
"Udder","Environment",0.930457623000567,"Streptomycetaceae","ns"
"Udder","Forehead",0.0142364834407387,"Streptomycetaceae","*"
"Udder","Left front pastern",0.276064718054262,"Streptomycetaceae","ns"
"Udder","Muzzle",0.00156078424552255,"Streptomycetaceae","**"
"Udder","Neck",0.00863142188091116,"Streptomycetaceae","**"
"Udder","Pectoral area",0.0425606909859515,"Streptomycetaceae","*"
"Ventral abdomen","Dorsum",0.0298755488750082,"Streptomycetaceae","*"
"Ventral abdomen","Environment",0.41702631060165,"Streptomycetaceae","ns"
"Ventral abdomen","Forehead",0.930457623000567,"Streptomycetaceae","ns"
"Ventral abdomen","Left front pastern",0.384040193884632,"Streptomycetaceae","ns"
"Ventral abdomen","Muzzle",0.0417868715951846,"Streptomycetaceae","*"
"Ventral abdomen","Neck",0.28073077028251,"Streptomycetaceae","ns"
"Ventral abdomen","Pectoral area",0.930457623000567,"Streptomycetaceae","ns"
"Ventral abdomen","Udder",0.0417868715951846,"Streptomycetaceae","*"
"Environment","Dorsum",1,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Forehead","Dorsum",0.000727413749557648,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","***"
"Forehead","Environment",0.276170846621985,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
"Left front pastern","Dorsum",0.000727413749557648,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","***"
"Left front pastern","Environment",0.276170846621985,"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;__","ns"
