"site1","site2","p_adj","family","sig"
"Pectoral area","Left front pastern",0.465144731055686,"Ilumatobacteraceae","ns"
"Pectoral area","Muzzle",0.151084430609033,"Ilumatobacteraceae","ns"
"Pectoral area","Neck",0.631309254689743,"Ilumatobacteraceae","ns"
"Udder","Dorsum",0.069302093889694,"Ilumatobacteraceae","ns"
"Udder","Environment",0.532040551586399,"Ilumatobacteraceae","ns"
"Udder","Forehead",0.625954571400319,"Ilumatobacteraceae","ns"
"Udder","Left front pastern",0.430995997160307,"Ilumatobacteraceae","ns"
"Udder","Muzzle",0.260830612769378,"Ilumatobacteraceae","ns"
"Udder","Neck",0.617521272194443,"Ilumatobacteraceae","ns"
"Udder","Pectoral area",0.836020616834265,"Ilumatobacteraceae","ns"
"Ventral abdomen","Dorsum",0.0139923612057666,"Ilumatobacteraceae","*"
"Ventral abdomen","Environment",0.430995997160307,"Ilumatobacteraceae","ns"
"Ventral abdomen","Forehead",0.194674379163163,"Ilumatobacteraceae","ns"
"Ventral abdomen","Left front pastern",0.884735154508649,"Ilumatobacteraceae","ns"
"Ventral abdomen","Muzzle",0.0300439885540851,"Ilumatobacteraceae","*"
"Ventral abdomen","Neck",0.625954571400319,"Ilumatobacteraceae","ns"
"Ventral abdomen","Pectoral area",0.430995997160307,"Ilumatobacteraceae","ns"
"Ventral abdomen","Udder",0.342291897347068,"Ilumatobacteraceae","ns"
"Forehead","Dorsum",0.00948790991464415,"F082","**"
"Forehead","Environment",0.472729062260123,"F082","ns"
"Left front pastern","Dorsum",0.00447290347673657,"F082","**"
"Left front pastern","Environment",0.463912277085193,"F082","ns"
"Left front pastern","Forehead",0.59475149590433,"F082","ns"
"Muzzle","Dorsum",0.0411489306706505,"F082","*"
"Muzzle","Environment",0.58452339550168,"F082","ns"
"Muzzle","Forehead",0.280716412504075,"F082","ns"
"Muzzle","Left front pastern",0.160894471082592,"F082","ns"
"Neck","Dorsum",0.0640622725772657,"F082","ns"
"Neck","Environment",0.608566944416976,"F082","ns"
"Neck","Forehead",0.831724331569105,"F082","ns"
"Neck","Left front pastern",0.59475149590433,"F082","ns"
"Neck","Muzzle",0.628644134896778,"F082","ns"
"Pectoral area","Dorsum",0.00447290347673657,"F082","**"
"Pectoral area","Environment",0.463912277085193,"F082","ns"
"Pectoral area","Forehead",0.388006743074744,"F082","ns"
"Pectoral area","Left front pastern",0.582620499666653,"F082","ns"
"Pectoral area","Muzzle",0.0512890728204056,"F082","ns"
"Pectoral area","Neck",0.472729062260123,"F082","ns"
"Udder","Dorsum",0.0199890984026758,"F082","*"
"Udder","Environment",0.537156326120884,"F082","ns"
"Udder","Forehead",0.472729062260123,"F082","ns"
"Udder","Left front pastern",0.608566944416976,"F082","ns"
"Udder","Muzzle",0.358539815882565,"F082","ns"
"Udder","Neck",0.463912277085193,"F082","ns"
"Udder","Pectoral area",0.656723623567808,"F082","ns"
"Ventral abdomen","Dorsum",0.00447290347673657,"F082","**"
"Ventral abdomen","Environment",0.463912277085193,"F082","ns"
"Ventral abdomen","Forehead",0.160894471082592,"F082","ns"
"Ventral abdomen","Left front pastern",0.278137321326929,"F082","ns"
"Ventral abdomen","Muzzle",0.0512890728204056,"F082","ns"
"Ventral abdomen","Neck",0.160894471082592,"F082","ns"
"Ventral abdomen","Pectoral area",0.388006743074744,"F082","ns"
"Ventral abdomen","Udder",0.472729062260123,"F082","ns"
"Forehead","Dorsum",0.162243904583412,"IMCC26256","ns"
"Forehead","Environment",0.789077262473542,"IMCC26256","ns"
"Left front pastern","Dorsum",0.0178914872676147,"IMCC26256","*"
"Left front pastern","Environment",0.481997801021472,"IMCC26256","ns"
"Left front pastern","Forehead",0.0604015712871363,"IMCC26256","ns"
"Muzzle","Forehead",0.162243904583412,"IMCC26256","ns"
"Muzzle","Left front pastern",0.0178914872676147,"IMCC26256","*"
"Neck","Dorsum",0.0604015712871363,"IMCC26256","ns"
"Neck","Environment",0.662721402768649,"IMCC26256","ns"
"Neck","Forehead",0.342219432806191,"IMCC26256","ns"
"Neck","Left front pastern",0.162243904583412,"IMCC26256","ns"
"Neck","Muzzle",0.0604015712871363,"IMCC26256","ns"
"Pectoral area","Dorsum",0.110062328843455,"IMCC26256","ns"
"Pectoral area","Environment",0.710505674203806,"IMCC26256","ns"
"Pectoral area","Forehead",0.561654398008792,"IMCC26256","ns"
"Pectoral area","Left front pastern",0.162243904583412,"IMCC26256","ns"
"Pectoral area","Muzzle",0.110062328843455,"IMCC26256","ns"
"Pectoral area","Neck",0.868198879237658,"IMCC26256","ns"
"Udder","Dorsum",0.0604015712871363,"IMCC26256","ns"
"Udder","Environment",0.662721402768649,"IMCC26256","ns"
"Udder","Forehead",0.35576121804101,"IMCC26256","ns"
"Udder","Left front pastern",0.162243904583412,"IMCC26256","ns"
"Udder","Muzzle",0.0604015712871363,"IMCC26256","ns"
"Udder","Neck",0.789077262473542,"IMCC26256","ns"
"Udder","Pectoral area",0.789077262473542,"IMCC26256","ns"
"Ventral abdomen","Dorsum",0.0581963448056342,"IMCC26256","ns"
"Ventral abdomen","Environment",0.617256705649774,"IMCC26256","ns"
"Ventral abdomen","Forehead",0.162243904583412,"IMCC26256","ns"
"Ventral abdomen","Left front pastern",0.462512401016811,"IMCC26256","ns"
"Ventral abdomen","Muzzle",0.0581963448056342,"IMCC26256","ns"
"Ventral abdomen","Neck",0.342219432806191,"IMCC26256","ns"
"Ventral abdomen","Pectoral area",0.476572835239306,"IMCC26256","ns"
"Ventral abdomen","Udder",0.698564758063868,"IMCC26256","ns"
