"pathway","mean_GCtS","mean_EtS","log2FC","W","p","p_adj","sig","direction"
"PWY-6859",12037.3205923078,7499.51150519708,-0.682645764763002,1457,0.0251948393722085,0.0517308489011125,"ns","GCtS_higher"
"NADSYN-PWY",267.770461248906,157.58898597609,-0.764830113229815,1455,0.0260037872533039,0.0529888494972985,"ns","GCtS_higher"
"PWY-5499",13.5766021849701,3.8317277462155,-1.82505549856787,1385,0.0259155231536805,0.0529888494972985,"ns","GCtS_higher"
"PWY-7039",554.294597127795,362.145505316956,-0.614083475574796,1454.5,0.0262691023749191,0.0533282529415651,"ns","GCtS_higher"
"PWY-5652",241.055570796041,143.222859547339,-0.751103993823963,1454,0.0265226384664456,0.0536412912804519,"ns","GCtS_higher"
"PWY-6703",4134.40915954369,8547.94600842371,1.04789662414523,850,0.0266917684162797,0.0537819214357874,"ns","EtS_higher"
"PWY-7431",6122.93962812849,10332.6779199886,0.754917842541339,852,0.027731437770406,0.0556690572342723,"ns","EtS_higher"
"PWY-5651",169.748747371819,99.9790992568548,-0.7637024939139,1450,0.0286119959932847,0.0572239919865694,"ns","GCtS_higher"
"PWY-8011",3758.89716866944,8800.92208333333,1.22734523615933,854,0.0288054914560267,0.0573983962592414,"ns","EtS_higher"
"CHLOROPHYLL-SYN",1160.32691065431,761.139934266162,-0.60829770748472,1447.5,0.0300407777425813,0.0596397793418893,"ns","GCtS_higher"
"PWY-6957",687.730135416419,436.040936176223,-0.657378980215826,1447,0.030281588608281,0.0598976477965998,"ns","GCtS_higher"
"PWY-5920",5555.96610877479,3957.27823444212,-0.489529294837664,1447,0.0304829734660325,0.0600759331082393,"ns","GCtS_higher"
"ARGSYN-PWY",15267.4581819919,10956.0847143182,-0.478727567239715,1446,0.0310602888863819,0.0605507436774231,"ns","GCtS_higher"
"P105-PWY",11942.780707986,7509.95545334978,-0.669262531627261,1446,0.0310602888863819,0.0605507436774231,"ns","GCtS_higher"
"PWY-1861",1117.49026159046,651.206227895998,-0.779075856858387,1446,0.030993267322476,0.0605507436774231,"ns","GCtS_higher"
"PWY-7784",281.269141127677,155.14558797552,-0.858328608833653,1445,0.0314064226677486,0.0610052814409506,"ns","GCtS_higher"
"GOLPDLCAT-PWY",1749.88362414542,1113.01025041365,-0.65279209951227,1445,0.0316468705034918,0.0610332502567341,"ns","GCtS_higher"
"RUMP-PWY",827.099113896682,487.560884584351,-0.762477834559204,1445,0.03157896006751,0.0610332502567341,"ns","GCtS_higher"
"PWY-3481",20.3160439984902,4.91576410330617,-2.04713191256892,1416,0.0338758603459739,0.0650995181025833,"ns","GCtS_higher"
"ARGDEG-IV-PWY",7.61317276436714,1.3880894063999,-2.45539732210372,1336,0.0342798137662252,0.0656421965736228,"ns","GCtS_higher"
"CITRULBIO-PWY",5498.11004340304,7659.19406125113,0.4782568101928,865,0.0353674128175026,0.067485522690641,"ns","EtS_higher"
"PWY-7315",1750.23676958459,892.889947266341,-0.970995828315257,1436,0.0373622175696435,0.0705440471594668,"ns","GCtS_higher"
"PWY0-42",4256.51839275602,2462.84901043466,-0.789345681016762,1436,0.0373622175696435,0.0705440471594668,"ns","GCtS_higher"
"PWY1G-0",7216.38664407904,4421.58190751856,-0.706714023906809,1436,0.0373622175696435,0.0705440471594668,"ns","GCtS_higher"
"PWY-7874",639.578597855704,432.736845514836,-0.563631698175636,1435.5,0.0375162263764881,0.070588021753671,"ns","GCtS_higher"
"AST-PWY",30.0033402301643,12.1656861792636,-1.30230542815506,1422.5,0.0394478216163456,0.0737147172169901,"ns","GCtS_higher"
"PWY-7013",5286.76560393849,3513.01774036474,-0.589674502222914,1433,0.0394510245846484,0.0737147172169901,"ns","GCtS_higher"
"PWY-7942",1907.42615563674,1385.14245497141,-0.461592847571154,1430,0.0416371393564259,0.0775312250085173,"ns","GCtS_higher"
"PWY-1501",317.338800501544,170.090891447605,-0.899718042844146,1429,0.0421355426788983,0.0781896668268216,"ns","GCtS_higher"
"PWY3DJ-12",3.79046253195653,0.351230208917588,-3.4318850606553,1277,0.0447621549202986,0.0827793275923329,"ns","GCtS_higher"
"PWY-5705",2743.42583884841,1633.61317719475,-0.747912168378358,1421,0.0488131750684703,0.0899628482490578,"ns","GCtS_higher"
"P108-PWY",6271.81606758485,3778.74831728778,-0.730974819009467,1420,0.0496704746831408,0.0912314841118912,"ns","GCtS_higher"
"PWY-1361",449.943643345962,137.43421777372,-1.71100306649376,1417,0.0520279027033161,0.0952375168128499,"ns","GCtS_higher"
"PWY-6606",15437.9932999426,11152.0669610715,-0.469174107967502,1417,0.0523177091929767,0.0954444694736738,"ns","GCtS_higher"
"P101-PWY",3483.70252309562,1466.1027841954,-1.24863518583367,1416,0.0532256720757155,0.0964492044325045,"ns","GCtS_higher"
"PWY-6607",15433.9064592391,11152.0669610715,-0.468792138286581,1416,0.0532256720757155,0.0964492044325045,"ns","GCtS_higher"
"PWY-8020",1469.26511580839,1032.01649909376,-0.509628705202855,1415,0.0541466315839942,0.0977899031951735,"ns","GCtS_higher"
"PWY-7392",14514.894504875,10400.0251196404,-0.48094707343276,1413,0.0560280738904674,0.100850533002841,"ns","GCtS_higher"
"PWY-7098",20.2922456658501,7.02222994949165,-1.53092738687847,1324,0.0579223206583572,0.103913797858847,"ns","GCtS_higher"
"PWY-5692",2634.55068064764,1632.21464014625,-0.690726145342554,1410,0.0589510569468135,0.105061289608182,"ns","GCtS_higher"
"URDEGR-PWY",2634.55068064764,1632.21464014625,-0.690726145342554,1410,0.0589510569468135,0.105061289608182,"ns","GCtS_higher"
"PWY-5517",251.445904420378,169.157284462792,-0.571882749213663,1409,0.0595587884526154,0.105795216330304,"ns","GCtS_higher"
"HEME-BIOSYNTHESIS-II-1",3943.84649811736,2862.83444018352,-0.462159159782145,1409,0.0599528089983992,0.106145956915199,"ns","GCtS_higher"
"PWY-722",176.087186553603,81.9429689167374,-1.10359786160289,1406.5,0.060213152593021,0.106258504575919,"ns","GCtS_higher"
"PWY-5328",290.275255405398,145.054926622266,-1.00082229843148,1405.5,0.0621111770842153,0.109250930376144,"ns","GCtS_higher"
"NONOXIPENT-PWY",22275.3874811278,16903.9233100954,-0.398092400529413,1401,0.0684800475927822,0.120062421104229,"ns","GCtS_higher"
"PWY-6305",4308.4989060927,8686.97770884621,1.01166901792706,906,0.0719220356333916,0.125283545942037,"ns","EtS_higher"
"PWY-801",3577.07863901795,2484.26271257361,-0.525964087432511,1398,0.0719220356333916,0.125283545942037,"ns","GCtS_higher"
"PWY-6270",14355.0297920939,10738.5856765989,-0.418752328727207,1397,0.073100076386255,0.12692617764816,"ns","GCtS_higher"
"VALSYN-PWY",22971.8787576333,18215.8080033038,-0.334677862016937,1395,0.0755030554271688,0.130678365162408,"ns","GCtS_higher"
"PWY-6138",114.866983161943,192.399331356544,0.744139609394648,911,0.0764043943237816,0.131815887970741,"ns","EtS_higher"
"PYRIDOXSYN-PWY",293.202374158154,152.359751619001,-0.944414944405805,1389,0.0767964800648506,0.132070379729361,"ns","GCtS_higher"
"PWY-6731",5836.8895151634,3213.34078558499,-0.861125768531877,1390,0.0817905427180489,0.14006720379361,"ns","GCtS_higher"
"PWY0-845",635.665727060339,346.112422040808,-0.877027584271011,1385,0.0819652525903349,0.14006720379361,"ns","GCtS_higher"
"PWY-1042",22823.6774349459,17302.5311188209,-0.399548163242768,1389,0.083097156995865,0.141108379804299,"ns","GCtS_higher"
"PWY-8178",21926.6405119118,16390.0767802091,-0.419862173726372,1389,0.083097156995865,0.141108379804299,"ns","GCtS_higher"
"PWY-7115",13580.2601099577,9855.87874824423,-0.462454700026981,1388,0.0844204672904674,0.142906120178221,"ns","GCtS_higher"
"PWY-5466",2.57794553894404,0.259259259259259,-3.31375436109468,1249.5,0.0855799548499026,0.144416173809211,"ns","GCtS_higher"
"PWY0-1415",1745.30390980369,1130.45107441356,-0.626579720796564,1384,0.0898834402571042,0.1512057873484,"ns","GCtS_higher"
"PWY-6293",4921.7526908633,3643.16981989251,-0.433977921494972,1383,0.0912923083379218,0.153098902181608,"ns","GCtS_higher"
"PWY66-391",7815.77108569849,5122.32545275198,-0.609589294053801,1382,0.0927187025738462,0.155009595634294,"ns","GCtS_higher"
"PWY-5129",4.48784639860082,0.573271377868337,-2.96873314132151,1257.5,0.0946666290874869,0.157689638101018,"ns","GCtS_higher"
"PWY-7337",8.45579379653975,1.7518068730294,-2.27109646025838,1287,0.0957818542539515,0.157689638101018,"ns","GCtS_higher"
"PWY-7338",8.45579379653975,1.7518068730294,-2.27109646025838,1287,0.0957818542539515,0.157689638101018,"ns","GCtS_higher"
"PWY-7340",9.79703409115791,2.01872770955969,-2.27889873001896,1287,0.0957818542539515,0.157689638101018,"ns","GCtS_higher"
"PWY-8154",20.3910748595708,4.34417177464969,-2.23078476923903,1287,0.0957818542539515,0.157689638101018,"ns","GCtS_higher"
"FAO-PWY",13032.0738279459,9637.77258580814,-0.435295017440817,1378,0.0986022929343849,0.161839629740328,"ns","GCtS_higher"
"PWY-6087",100.343697331549,42.0659564607417,-1.25422495012315,1363,0.109066217825478,0.176564545240592,"ns","GCtS_higher"
"PWY-6089",100.343697331549,42.0659564607417,-1.25422495012315,1363,0.109066217825478,0.176564545240592,"ns","GCtS_higher"
"PWY-6107",99.1527492147279,41.7036227340978,-1.24948006071817,1363,0.109066217825478,0.176564545240592,"ns","GCtS_higher"
"PWY-6193",100.343697331549,42.0659564607417,-1.25422495012315,1363,0.109066217825478,0.176564545240592,"ns","GCtS_higher"
"PWY-7009",8.38337143499621,1.48822794977923,-2.49393503139409,1294,0.109208440945107,0.176564545240592,"ns","GCtS_higher"
"PWY-7644",1.70002126457136,0.429739915637911,-1.98401709915029,1277,0.111143793443709,0.179157159580905,"ns","GCtS_higher"
"PWY-241",5938.5635918191,4451.08920828407,-0.415955601529033,1369,0.112919004360389,0.181476971293483,"ns","GCtS_higher"
"PWY-7654",6.80172297022792,0.930953985371227,-2.86911847986621,1248.5,0.115132745013898,0.184485704176573,"ns","GCtS_higher"
"URSIN-PWY",5773.81618165951,4015.69068854284,-0.523877028936548,1367,0.116310735724187,0.185821885476512,"ns","GCtS_higher"
"PWY-6060",0.797024312368664,0,-29.5700484936552,1248,0.117147707979626,0.186606968463121,"ns","GCtS_higher"
"PWY-6168",5528.99023307507,7198.72805892153,0.380725996542015,942,0.125136895157502,0.198746833485445,"ns","EtS_higher"
"PWY-5644",4.06849444895742,1.60732130185557,-1.33983667066855,1296,0.12997630141645,0.205827574090565,"ns","GCtS_higher"
"PWY-7199",2330.82871643512,1645.46014806381,-0.50235190451359,1359,0.130675595526658,0.20632988767367,"ns","GCtS_higher"
"PWY-5180",3996.67198307622,2878.9285097241,-0.473267208025081,1355,0.13835113591937,0.217812283954693,"ns","GCtS_higher"
"PWY-6093",183.119318598074,85.3302497531722,-1.10165482386149,1345,0.1430001690724,0.224477009590396,"ns","GCtS_higher"
"PWY-5097",17726.6736750552,14479.4101727278,-0.291919012267267,1350,0.148423690096818,0.232315341021107,"ns","GCtS_higher"
"PWY-5392",35.5478267053704,15.1851067055323,-1.2271043138107,1329,0.151761914032422,0.236853854270255,"ns","GCtS_higher"
"PWY-1882",185.492914498606,134.057719966016,-0.468509777474718,1347,0.153097350926105,0.238249479827367,"ns","GCtS_higher"
"THRESYN-PWY",19169.6018422456,15698.6491662586,-0.288179948387999,1344,0.161231587971045,0.250186946851622,"ns","GCtS_higher"
"PWY-7820",291.848672534301,203.890653327813,-0.517424864741453,1338,0.174818639566551,0.270493023971168,"ns","GCtS_higher"
"PWY-6349",1.94330966058718,0.2287772889118,-3.08650005713319,1225,0.178268251273345,0.274258848112839,"ns","GCtS_higher"
"PWY-6350",2.17105840162131,0.256617484898526,-3.08070715170168,1225,0.178268251273345,0.274258848112839,"ns","GCtS_higher"
"PWY-6808",111.499720339482,34.1411316363818,-1.70745730798758,1326.5,0.17994573271058,0.275271092531765,"ns","GCtS_higher"
"PWY-7221",19675.9790858987,15979.2398852593,-0.300236644204112,1336,0.179571750734116,0.275271092531765,"ns","GCtS_higher"
"PWY-5913",8466.20488148313,12054.9525533215,0.509838665400737,971,0.186831238675776,0.284996804759658,"ns","EtS_higher"
"PWY-6915",8.79503229680112,3.23918208892977,-1.44105930447732,1281.5,0.193342552743734,0.294098530934131,"ns","GCtS_higher"
"PWY-7485",18.2350925998851,21.5412823223804,0.24038660817941,990,0.205979522661019,0.312440848980197,"ns","EtS_higher"
"PWY-7977",17732.5686049978,14811.2922053111,-0.259704015728603,1325,0.207234973397226,0.313464665642863,"ns","GCtS_higher"
"12DICHLORETHDEG-PWY",1018.09897338515,833.06530903263,-0.289376311526409,1322,0.215284944226015,0.323826935604591,"ns","GCtS_higher"
"ARGSYNBSUB-PWY",16860.8330320027,13573.3860020961,-0.312895157530642,1322,0.215284944226015,0.323826935604591,"ns","GCtS_higher"
"PWY-5679",2.93144071674601,3.66753202760758,0.323199683488024,1041,0.220148241932592,0.330222362898887,"ns","EtS_higher"
"PWY-6383",8776.23748867218,6456.03738212581,-0.442953633985758,1318,0.226361903059362,0.338602292664974,"ns","GCtS_higher"
"GLUCOSE1PMETAB-PWY",18350.2702083333,15086.6710416667,-0.282526804704484,1317,0.229192982554394,0.341890084473405,"ns","GCtS_higher"
"PWY-7117",9336.88445968603,12231.9783832628,0.389644626717491,990,0.237835678222117,0.353805141156869,"ns","EtS_higher"
"PWY-6148",1.13133632165686,0,-30.0753807301756,1224,0.242105263157895,0.356231177398537,"ns","GCtS_higher"
"PWY-6629",1.89265439542565,0,-30.8177638492419,1224,0.242105263157895,0.356231177398537,"ns","GCtS_higher"
"PWY-6944",2.27422150073081,0,-31.0827256288347,1224,0.242105263157895,0.356231177398537,"ns","GCtS_higher"
"TRPSYN-PWY",0.874446978285219,0,-29.703795670357,1224,0.242105263157895,0.356231177398537,"ns","GCtS_higher"
"PWY-6122",23737.191949387,19141.6936679281,-0.31043079189992,1311,0.246703805524165,0.361029959303656,"ns","GCtS_higher"
"PWY-6277",23737.191949387,19141.6936679281,-0.31043079189992,1311,0.246703805524165,0.361029959303656,"ns","GCtS_higher"
"P261-PWY",92.7152915388713,68.5814418155421,-0.434989067296524,1309,0.250184677053457,0.364344425782416,"ns","GCtS_higher"
"PWY-822",180.838333333333,218.0375,0.269875757206935,994.5,0.250318114750512,0.364344425782416,"ns","EtS_higher"
"PWY-5873",1142.0689735556,1578.87344327172,0.467245751915968,1258,0.254124684087534,0.368890670449647,"ns","EtS_higher"
"PWY-2942",18832.6326920263,15814.900008542,-0.251950260103652,1308,0.255798819301706,0.369335193644174,"ns","GCtS_higher"
"PWY-6121",21938.9346782482,18061.8268593306,-0.280549651077789,1308,0.255798819301706,0.369335193644174,"ns","GCtS_higher"
"ILEUSYN-PWY",20529.7246082359,17442.0870305924,-0.235141598915004,1307,0.258881135146788,0.372788834611375,"ns","GCtS_higher"
"PWY-6873",6.96740244973753,1.16174225649607,-2.58433086862517,1242,0.266225951850501,0.382345781912954,"ns","GCtS_higher"
"PWY-724",16762.8351274389,14351.7610055322,-0.224038404280805,1304,0.268280611932158,0.384274616560651,"ns","GCtS_higher"
"PWY-3001",19213.9346909843,16249.6965453475,-0.241740212150474,1302,0.274674409662082,0.392392013802974,"ns","GCtS_higher"
"PWY-6942",5.36041693505765,0.35221268409259,-3.92782644412382,1207.5,0.275754557721708,0.392895675909558,"ns","GCtS_higher"
"CALVIN-PWY",22668.2754612591,19232.5725933376,-0.237122885259178,1300,0.28117049351018,0.399558069724993,"ns","GCtS_higher"
"PWY-7947",264.885728973291,304.336313397302,0.200296367511757,1006,0.286880607509508,0.406602435840248,"ns","EtS_higher"
"PWY4LZ-257",21.8366253063392,6.95489875223894,-1.65064849756054,1235,0.295773689133279,0.418109403486834,"ns","GCtS_higher"
"PWY-5136",15345.5163905566,19299.5924718366,0.330753189399317,1009,0.297859514364579,0.419958584221599,"ns","EtS_higher"
"PWY-7953",18070.0457788186,15521.8028184104,-0.219304028481639,1294,0.301274406361806,0.423667133946289,"ns","GCtS_higher"
"PWY-7579",9.07028841896461,2.73227253857441,-1.73104702956558,1261.5,0.306805731834052,0.430324922572437,"ns","GCtS_higher"
"PWY-7787",113.326721576207,70.9078969149116,-0.676469865258241,1287.5,0.319290401939537,0.446675691832513,"ns","GCtS_higher"
"PWY-5675",155.921836579579,117.283780304094,-0.410819478646959,1287.5,0.323140178598031,0.450893272462369,"ns","GCtS_higher"
"PWY-5181",209.313422172549,139.384338936938,-0.58659635626022,1285,0.324709227352665,0.451914904047523,"ns","GCtS_higher"
"PWY-6501",979.147383620125,776.043604507701,-0.335388316948429,1286,0.32951996168965,0.456258408493362,"ns","GCtS_higher"
"PWY-6609",16905.298670501,14119.7570535114,-0.259760239328724,1286,0.32951996168965,0.456258408493362,"ns","GCtS_higher"
"NONMEVIPP-PWY",16486.2036121679,14332.8501299237,-0.201933695699331,1285,0.333166429351991,0.45895375471958,"ns","GCtS_higher"
"PWY-7560",16486.2036121679,14332.8501299237,-0.201933695699331,1285,0.333166429351991,0.45895375471958,"ns","GCtS_higher"
"PWY-5488",17.3253012258944,11.2593980876903,-0.62175073097608,1267,0.335235741341968,0.460629262912628,"ns","GCtS_higher"
"PWY-5121",17160.3042865615,14799.9891975373,-0.213479012100268,1283,0.340536434676215,0.465543480316851,"ns","GCtS_higher"
"PWY-7357",20596.0058622713,17230.3255809366,-0.257414623174478,1283,0.340536434676215,0.465543480316851,"ns","GCtS_higher"
"PWY-7209",4.86926820867315,1.34732726073772,-1.8536046498639,1225,0.34919181406079,0.476170655537441,"ns","GCtS_higher"
"HISDEG-PWY",5851.75483401231,9182.37472508277,0.649997981060098,1024,0.351783817537233,0.478496880277345,"ns","EtS_higher"
"PWY-6920",29.3677355646442,27.0881491354372,-0.116570207959763,1026,0.353864815896771,0.480118091920242,"ns","GCtS_higher"
"PWY-6263",1102.15708205864,1225.7046467974,0.153281525482217,1025,0.35558414512584,0.481241700170309,"ns","EtS_higher"
"PWY-4722",517.328297986599,422.073320042533,-0.293586472455493,1278,0.358307942961936,0.483715722998613,"ns","GCtS_higher"
